image_id,image_counter,caption
n02236241_3660,1,A praying mantis that is climbing up some metal fencing.
n02236241_3660,2,a green praying mantis on a wire fence
n02236241_3660,3,A praying mantis climbs along some metal grating.
n02236241_3660,4,A green grasshopper perched on a wire mesh
n02236241_3660,5,A green praying mantis climbing on a metal fence.
n02236241_5223,1,A praying mantis on the hand of someone.
n02236241_5223,2,A brown insect with large eyes on a persons hand.
n02236241_5223,3,A praying mantis sits on a hand and looks forward.
n02236241_5223,4,A praying mantis that is resting on a person's hands.
n02236241_5223,5,A preying mantis rests on a person's fingers outdoors.
n02236241_6498,1,Close up of a preying mantis with its head up in the air.
n02236241_6498,2,A green praying mantis that is on a person's skin.
n02236241_6498,3,A green insect cocks its head as it looks at the camera.
n02236241_6498,4,The Mantis has large green bulbous eyes and long green limbs.
n02236241_6498,5,The head of a praying mantis points in the direction of the camera with its legs behind the head.
n02236241_6815,1,A brown colored praying mantis standing on a log.
n02236241_6815,2,A dark tan mantis Style insect sits up with its front legs off of the ground.
n02236241_6815,3,A reddish brown preying mantis stands on a wooden surface.
n02236241_6815,4,A brown praying mantis standing in white dirt looks forward.
n02236241_6815,5,A brown grasshopper sitting on a gray piece of wood.
n02236241_7166,1,A close up of a grasshopper on a green leaf.
n02236241_7166,2,A green praying mantis that is resting on a leaf.
n02236241_7166,3,Close up of the face of a preying mantis sitting on a green leaf.
n02236241_7166,4,green color little creature   sitting on the leaves
n02236241_7166,5,A green insect with large eyes sitting on a leaf.
n02236241_8966,1,A closeup of the head of what a bug that is missing on antenna.
n02236241_8966,2,A praying mantis hold its head forward and looks straight in front of it.
n02236241_8966,3,the close up of an ant head with antenna
n02236241_8966,4,Head of an insect spattering brown liquid from its head.  
n02236241_8966,5,The head of a brown insect with large eyes.
n02317335_11408,1,An orange starfish with tan highlights is shown on a stucco wall.
n02317335_11408,2,A close up shot of a brown star laying in the sand.
n02317335_11408,3,An orange starfish is laying on a table.
n02317335_11408,4,A brown starfish that is stuck to a wall.
n02317335_11408,5,A brown starfish that has been dried out and is sitting on a white surface.
n02317335_14310,1,A starfish sprawls out on the rocky surface beneath it.
n02317335_14310,2,A red starfish that is resting on some white rock.
n02317335_14310,3,A pink and white starfish sits atop a rocky surface.
n02317335_14310,4,A small dark red starfish with beige tips sits on a rock.
n02317335_14310,5,A small brown starfish lies on some gray and green rocks.
n02317335_17604,1,A persons hand spread out holding a fat starfish.
n02317335_17604,2,A person holding a pink and red starfish in their hand.
n02317335_17604,3,A person holds a red starfish spread out in the palm of their hand.
n02317335_17604,4,A hand holds a orang-ish red starfish in its palm.
n02317335_17604,5,A hand holds a large red starfish above the water.
n02317335_20064,1,A sea star that is burying itself in the sand.
n02317335_20064,2,A black starfish with light brown edges lies in some sand.
n02317335_20064,3,A black and tan starfish sitting on sand.
n02317335_20064,4,A starfish with a maroon center lined with yellow rests on wet sand.
n02317335_20064,5,"A purple and tan starfish, resting on the sand."
n02317335_21319,1,An orange starfish with tan accents sits amid red and green seaweed washed up on the beach.
n02317335_21319,2,An orange starfish laying on rocks and leaves that have frost on them.
n02317335_21319,3,A close-up shot of a red star fish in the ocean.
n02317335_21319,4,A bright orange starfish is laying on the sea floor.
n02317335_21319,5,A red starfish that is on some kelp.
n02317335_24617,1,A brown starfish with light brown spots sits on top of the sand.
n02317335_24617,2,The appendages of a starfish are dug into the sandy surface.
n02317335_24617,3,The tan highlight parts on a mostly dark red starfish on the beach appear to be slimy.
n02317335_24617,4,A star fish that is washed up onto some sand on a beach.
n02317335_24617,5,Four legs of a starfish are visible in the moist sand.
n02317335_30508,1,A white starfish with its arms spread lies on some gray sand.
n02317335_30508,2,A small sized white starfish laying in the sand.
n02317335_30508,3,A white dried up starfish sitting on some sand.
n02317335_30508,4,A dried up starfish sitting on the sand.
n02317335_30508,5,A dried out white starfish sits on drying sand.
n02317335_6776,1,A wet starfish lies on some soggy sand.
n02317335_6776,2,A starfish with only four legs sits in the wet sand.
n02317335_6776,3,A starfish with four arms that is washed up on the shore.
n02317335_6776,4,A large starfish partially buried in wet sand.
n02317335_6776,5,A starfish sinks its appendages into the sand.
n02346627_10311,1,A black porcupine with white tipped quills is resting on wood chips.
n02346627_10311,2,A long quilled porcupine laying in an area of mulch.
n02346627_10311,3,A porcupine that is crawling through some rocks.
n02346627_10311,4,A black porcupine lies down on a surface of wood shavings.
n02346627_10311,5,Small rodent with long quills stands on ground.
n02346627_12197,1,A porcupine with quills down sits on a sandy surface eating.
n02346627_12197,2,A small dark faced porcupine sits in the sand looking down.
n02346627_12197,3,A porcupine is lying down on a sandy surface.
n02346627_12197,4,A porcupine that is resting near some sand.
n02346627_12197,5,A baby porcupine sleeping with its paws under its chin.
n02346627_13993,1,A small hedgehog sits in a blue blanket and looks up.
n02346627_13993,2,A little hedgehog sits on a baby blue towel.
n02346627_13993,3,A hedgehog that is sitting on top of a blue blanket.
n02346627_13993,4,A white young hedgehog sitting on a blue towel
n02346627_13993,5,A small young porcupine is sitting on a blue towel.
n02346627_17176,1,A tiny hedgehog standing on a some blue fabric with rainbow trim.
n02346627_17176,2,A hedgehog that is standing on top of a blue towel.
n02346627_17176,3,A small hedgehog sits on a white cloth with its eyes wide open.
n02346627_17176,4,A baby hedgehog lays on a fuzzy blue cloth.
n02346627_17176,5,A baby hedgehog laying on a blue blanket with a multicolored edge.
n02346627_22283,1,A brown porcupine in a cage up on all fours
n02346627_22283,2,A porcupine standing in sand by the legs of a zebra.
n02346627_22283,3,A porcupine that is standing in some sand outdoors.
n02346627_22283,4,A small porcupine looks forward and stands in some dirt.
n02346627_22283,5,A porcupine with long quills in a zoo enclosure.
n02346627_2234,1,A dark haired porcupine on a tree branch.
n02346627_2234,2,A small porcupine rests on a tree branch under small leaves.
n02346627_2234,3,A porcupine that is crawling across a log.
n02346627_2234,4,A large brown porcupine sitting in a tree.
n02346627_2234,5,A brown porcupine sitting on a branch in a tree.
n02346627_5663,1,A porcupine sits among some bare tree branches.
n02346627_5663,2,A porcupine has climbed up into some leafless branches.
n02346627_5663,3,A porcupine is in a leafless tree outdoors.
n02346627_5663,4,A brown porcupine sitting inthe branches of a dead tree.
n02346627_5663,5,A brown long furred monkey sitting on a tree
n02346627_7809,1,A porcupine that is laying down in some rocks.
n02346627_7809,2,A brown porcupine sitting in a patch of pebbles near some grass.
n02346627_7809,3,A porcupine sits still on the ground outside.
n02346627_7809,4,A small brown porcupine stands in a patch of dirt near some grass.
n02346627_7809,5,A porcupine rests on a surface of small pebbles.
n02374451_11539,1,Two brown and white foals standing together in a field.
n02374451_11539,2,A brown and white horse rests its head on the back of another brown and white horse.
n02374451_11539,3,Two horses that are standing near each other.
n02374451_11539,4,This horse really likes the other horse here.
n02374451_11539,5,Two brown and white ponies standing in a field.
n02374451_12720,1,A white horse with a brown bridle looks off to the side.
n02374451_12720,2,a white horse standing in the snow place and looking at something
n02374451_12720,3,A white horse wearing a halter and chain lead stands in the snow.
n02374451_12720,4,A white horse that is standing in an area covered in snow.
n02374451_12720,5,The head of a white horse with a brown leather bridle.
n02374451_14233,1,A brown horse with a white stripe on their head.
